t,Volume_A,Volume_B,Temperature_B
826,0.137595,1.94081,36.8728
827,0.135925,1.93855,36.8317
828,0.134265,1.9363,36.7905
829,0.132616,1.93403,36.7492
830,0.130976,1.93177,36.7079
831,0.129347,1.92951,36.6664
832,0.127728,1.92724,36.6249
833,0.126119,1.92497,36.5833
834,0.12452,1.9227,36.5416
835,0.122932,1.92042,36.4999
836,0.121353,1.91815,36.458
837,0.119785,1.91587,36.4161
838,0.118227,1.91359,36.3741
839,0.11668,1.91131,36.332
840,0.115142,1.90903,36.2898
841,0.113615,1.90674,36.2475
842,0.112098,1.90445,36.2052
843,0.110591,1.90216,36.1628
844,0.109094,1.89987,36.1203
845,0.107607,1.89758,36.0777
846,0.106131,1.89529,36.035
847,0.104665,1.89299,35.9923
848,0.103209,1.89069,35.9494
849,0.101763,1.88839,35.9065
850,0.100328,1.88609,35.8635
851,0.0989025,1.88378,35.8204
852,0.0974873,1.88148,35.7772
853,0.0960824,1.87917,35.734
854,0.0946876,1.87686,35.6906
855,0.0933031,1.87455,35.6472
856,0.0919287,1.87224,35.6037
857,0.0905646,1.86992,35.5601
858,0.0892106,1.86761,35.5164
859,0.0878669,1.86529,35.4726
860,0.0865333,1.86297,35.4287
861,0.0852099,1.86065,35.3848
862,0.0838968,1.85832,35.3408
863,0.0825938,1.856,35.2966
864,0.081301,1.85367,35.2524
865,0.0800184,1.85135,35.2081
866,0.078746,1.84902,35.1638
867,0.0774839,1.84668,35.1193
868,0.0762319,1.84435,35.0747
869,0.0749901,1.84202,35.0301
870,0.0737585,1.83968,34.9853
871,0.0725371,1.83734,34.9405
872,0.0713259,1.835,34.8956
873,0.0701249,1.83266,34.8506
874,0.0689341,1.83032,34.8055
875,0.0677535,1.82798,34.7603
876,0.0665831,1.82563,34.7151
877,0.0654229,1.82328,34.6697
878,0.0642729,1.82093,34.6243
879,0.0631331,1.81858,34.5787
880,0.0620034,1.81623,34.5331
881,0.060884,1.81388,34.4874
882,0.0597748,1.81153,34.4416
883,0.0586758,1.80917,34.3957
884,0.0575869,1.80681,34.3497
885,0.0565083,1.80445,34.3036
886,0.0554399,1.80209,34.2574
887,0.0543816,1.79973,34.2111
888,0.0533336,1.79737,34.1648
889,0.0522958,1.79501,34.1183
890,0.0512681,1.79264,34.0718
891,0.0502507,1.79027,34.0251
892,0.0492434,1.7879,33.9784
893,0.0482464,1.78553,33.9316
894,0.0472595,1.78316,33.8846
895,0.0462829,1.78079,33.8376
896,0.0453164,1.77842,33.7905
897,0.0443601,1.77604,33.7433
898,0.0434141,1.77367,33.696
899,0.0424782,1.77129,33.6486
900,0.0415525,1.76891,33.6011
901,0.0406371,1.76653,33.5535
902,0.0397318,1.76415,33.5058
903,0.0388367,1.76177,33.4581
904,0.0379518,1.75938,33.4102
905,0.0370771,1.757,33.3622
906,0.0362127,1.75461,33.3141
907,0.0353584,1.75222,33.266
908,0.0345143,1.74983,33.2177
909,0.0336804,1.74744,33.1694
910,0.0328567,1.74505,33.1209
911,0.0320432,1.74266,33.0723
912,0.0312399,1.74027,33.0237
913,0.0304468,1.73787,32.9749
914,0.0296639,1.73548,32.9261
915,0.0288912,1.73308,32.8771
916,0.0281286,1.73069,32.8281
917,0.0273763,1.72829,32.7789
918,0.0266342,1.72589,32.7297
919,0.0259023,1.72349,32.6803
920,0.0251806,1.72108,32.6309
921,0.024469,1.71868,32.5813
922,0.0237677,1.71628,32.5317
923,0.0230766,1.71387,32.4819
924,0.0223956,1.71147,32.4321
925,0.0217249,1.70906,32.3821
926,0.0210644,1.70665,32.332
927,0.020414,1.70424,32.2819
928,0.0197739,1.70183,32.2316
929,0.0191439,1.69942,32.1812
930,0.0185242,1.69701,32.1308
931,0.0179146,1.6946,32.0802
932,0.0173153,1.69218,32.0295
933,0.0167261,1.68977,31.9787
934,0.0161472,1.68735,31.9279
935,0.0155784,1.68494,31.8769
936,0.0150198,1.68252,31.8258
937,0.0144715,1.6801,31.7746
938,0.0139333,1.67768,31.7233
939,0.0134053,1.67526,31.6718
940,0.0128875,1.67284,31.6203
941,0.01238,1.67042,31.5687
942,0.0118826,1.668,31.517
943,0.0113954,1.66557,31.4651
944,0.0109184,1.66315,31.4132
945,0.0104516,1.66073,31.3611
946,0.00999503,1.6583,31.309
947,0.00954864,1.65587,31.2567
948,0.00911244,1.65345,31.2043
949,0.00868644,1.65102,31.1518
950,0.00827064,1.64859,31.0992
951,0.00786504,1.64616,31.0465
952,0.00746963,1.64373,30.9937
953,0.00708442,1.6413,30.9408
954,0.00670941,1.63887,30.8877
955,0.00634459,1.63644,30.8346
956,0.00598997,1.634,30.7813
957,0.00564555,1.63157,30.728
958,0.00531133,1.62914,30.6745
959,0.0049873,1.6267,30.6209
960,0.00467347,1.62426,30.5672
961,0.00436984,1.62183,30.5134
962,0.00407641,1.61939,30.4594
963,0.00379317,1.61695,30.4054
964,0.00352013,1.61452,30.3512
965,0.00325729,1.61208,30.297
966,0.00300465,1.60964,30.2426
967,0.0027622,1.6072,30.1881
968,0.00252995,1.60476,30.1335
969,0.0023079,1.60232,30.0787
970,0.00209604,1.59988,30.0239
971,0.00189438,1.59743,29.9689
972,0.00170292,1.59499,29.9138
973,0.00152166,1.59255,29.8586
974,0.00135059,1.5901,29.8033
975,0.00118973,1.58766,29.7479
976,0.00103906,1.58521,29.6924
977,0.000898582,1.58277,29.6367
978,0.000768306,1.58032,29.5809
979,0.000648228,1.57788,29.525
980,0.000538347,1.57543,29.469
981,0.000438663,1.57298,29.4129
982,0.000349176,1.57054,29.3566
983,0.000269887,1.56809,29.3002
984,0.000200796,1.56564,29.2437
985,0.000141903,1.56319,29.1871
986,9.32076e-05,1.56074,29.1304
987,5.4712e-05,1.55829,29.0735
988,2.64213e-05,1.55584,29.0165
989,8.37147e-06,1.55339,28.9594
990,6.839e-07,1.55094,28.9022
991,-1.18345e-06,1.54849,28.845
992,-1.18345e-06,1.54606,28.788
993,-1.18345e-06,1.54363,28.7313
994,-1.18345e-06,1.54121,28.6749
995,-1.18345e-06,1.5388,28.6187
996,-1.18345e-06,1.5364,28.5629
997,-1.18345e-06,1.53401,28.5073
998,-1.18345e-06,1.53163,28.452
999,-1.18345e-06,1.52926,28.3969
1000,-1.18345e-06,1.52689,28.3421
